product_id	product_name	product_class	category hierarchy	product_description	product_features	rating_count	average_rating	review_count
469	ordaz solid wood c table end table	End Tables	Furniture / Living Room Furniture / Coffee Tables & End Tables / End & Side Tables	showcasing a pared-down pedestal design and built-in magazine rack , this distinctive end table makes the perfect addition to a smaller space . set it beside the sofa to corral your favorite reads and use its surface to display a stylish lamp or rest your morning cup of coffee . a modern structural innovation , this end table has multiple uses without compromising on its style . fashioned with modern and contemporary accents , the end table is the perfect addition to the interiors of your living area .	weightcapacity:35|style : traditional|overallproductweight:9.5|naturalvariationtype : natural wood grain color variation|weightcapacity:5|topwoodspecies : rubberwood|tabletopthickness:0.75|overallwidth-sidetoside:15.5|basetype : c table|warrantylength:1 year|overalldepth-fronttoback:11|warrantydetails:1 year limited manufacturer 's warranty|countryoforigin : viet nam|levelofassembly : full assembly needed|topshape : rectangular|ofpiecestobeassembled:23|overallheight-toptobottom:24.25|estimatedtimetoassembleinternal:40|overallheight-toptobottom:24|dswoodtone : medium wood|topmaterial : solid wood|tabletopthickness:0.5|dswoodtone : red wood|basematerial : solid wood|additionaltoolsrequirednotincluded : screw driver|ofhardwarepiecesincluded:21|estimatedtimetosetup:5|basewoodspecies : rubberwood|suggestednumberofpeopleforassemblyinstall:1|shelvesincluded : no|adjustableheight : no|trunkstorage : no|qiwirelesschargingproductcertification : no|warpresistant : no|drawer : no|feltlineddrawers : no|adacompliant : no|stainresistant : no|largesttable : no|shagreen-embossedexterior : no|outdooruse : no|iso9000certified : no|ista3aor6acertified : no|wheelsincluded : no|glossfinish : no|taacompliant : no|shelving : no|uniformpackagingandlabelingregulationsuplrcompliant : no|calgreencompliant : no|dovetailjoints : no|generalcertificateofconformitygcc : no|inlay : no|scratchresistant : no|set : no|integratedtechnology : no|iso9001certified : no|cabinetsincluded : no|commercialwarranty : no|traytop : no|mirrored : no|wroughtiron : no|middletable : no|drawersincluded : no| : no|foldable : no|ista1acertified : no|smallesttable : no|iso14001certified : no|firerated : no|iso14000certified : no|canadaproductrestriction : no|lighted : no|compositewoodproductcwp : no|adultassemblyrequired : yes|magazinerack : yes|productwarranty : yes|avoidpowertools : yes|storageincluded : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use	5158.0	4.5	3559.0
470	loyola 72 '' kitchen pantry	Pantry Cabinets	Kitchen & Tabletop / Kitchen Organization / Food Pantries	running spots to stash your kitchen goodies ? a pantry cabinet like this 72 '' h x 33 '' w design is a great way to add a room to a kitchen that needs storage – if you have the wall space , that is . it 's made from engineered wood , and features molded details and framed doors for a traditional look . it also has a neutral hue that blends in with the rest of your decor . a total of five shelves and one drawer provide plenty of room for your dry goods or extra table linens and pans .	levelofassembly : full assembly needed|primarymaterial : solid wood|warrantylength:90 days|dssecondaryproductstyle : transitional traditional|additionaltoolsrequirednotincluded : all tools included|drawerinteriorwidth-sidetoside:27.25|dswoodtone : espresso wood|dsprimaryproductstyle : traditional|overalldepth-fronttoback:19|lsbinvestmentskus : jossmain|mainwoodjoinerymethod : basic butt|doorhandledesign : knobs|shelfwidth-sidetoside:29|toolsneededforassembly : allen key and phillips head screwdriver|cabinetinteriorheight-toptobottom:31|overallproductweight:139|finish : mahogany|overallheight-toptobottom:72|drawerglideextension : full extension|interiorcabinetwidth-sidetoside:29|drawerhandledesign : knobs|weightcapacity:25|finish : black|shelfdepth-fronttoback:16.5|numberofshelves:3|drawerinteriordepth-fronttoback:13.25|finish : natural|overallwidth-sidetoside:33|distancebetweenshelves:12.13|drawerinteriorheight-toptobottom:6.25|interiorcabinetdepth-fronttoback:16.5|doortype : hinges|finish : white|numberofdrawers:1|numberofdoors:2|recessed : no|glasspaneldoor : no|glossfinish : no|installationrequired : no|castersincluded : no|generalcertificateofconformitygcc : no|canadaproductrestriction : no|commercialwarranty : no|microwaveshelf : no|cablemanagement : no|ista3aor6acertified : no|cornerunit : no|hardwareincluded : yes|drawersincluded : yes|shelves : yes|avoidpowertools : yes|carbphaseiicompliantformaldehydeemissions : yes|removableshelves : yes|doorsincluded : yes|shelvesincluded : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|compositewoodproductcwp : yes|adjustableshelves : yes|tipoverrestraintdeviceincluded : yes|productwarranty : yes|drawers : yes|adultassemblyrequired : yes|tscatitlevicompliantformaldehydeemissions : yes|cabinets : yes|countryoforigin : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	1499.0	4.0	1127.0
471	gearheart wrap around solid ruffled 140 thread count 15 '' bed skirt	Bed Skirts	Bed & Bath / Bedding Essentials / Bed Skirts	changing your bed skirt has never been so quick and easy ! this beautiful bed skirt adds a perfect touch of charm and finished style , without having to lift a heavy mattress . no more back-breaking lifting . the easy-stretch design allows it to slip effortlessly over your mattress and around your box spring . the alcott hill® bed skirt ’ s innovative design and versatile style adjusted to fit any bed size . hide unsightly box springs and bed frames with the delicate eyelet or classic solid style of your choice . poly/cotton blend . machine washable .	overallproductweight:1.5|bedskirttype : ruffled|producttype : bed skirt|decorativeadditions : eyelets|materialdetails:65 % polyester and 35 % cotton|productcare : machine wash , tumble dry|gender : neutral|overallwidth-sidetoside:39|cleaningmethod : machine wash|mattresssize : queen|style : traditional|overalllength-headtotoe:80|lifestage : adult|threadcount:140|droplength-toptobottom:17|reasonforrestriction : dual language|reasonforrestriction : logistics|dryingmethod : tumble dry|material : polyester|mattresssize : full / double|countryoforigin : pakistan|mattressdepth:15|material : cotton|mattresssize : king|pattern : solid color|overallwidth-sidetoside:60|overalllength-headtotoe:75|mattresssize : twin|overallproductweight:1| : no|textured : no|wrinkleresistant : no|fullylined : no|splitcorners : no|waterresistant : no|fringed : no|slipresistant : no|productwarranty : no|commercialorresidentialcertifications : no|quilted : no|reversible : no|organic : no|scallopededge : no|pinsrequired : no|antimicrobial : no|handcrafted : no|californiaproposition65warningrequired : no|straightedge : no|buttons : no|pre-washed : no|licensedproduct : no|piping : no|scscertified : no|eyelets : no|certifications : no|commercialwarranty : no|stainresistant : no|deck : no|faderesistant : no|border : no|canadaproductrestriction : yes|sor2016-194-textileflammabilityregulations : yes|ironsafe : yes|textilelabellingandadvertisingregulationscrcc1551 : yes|wraparound : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|supplierintendedandapproveduse : residential use	541.0	4.5	336.0
472	mitchem adirondack patio chair with cushions		Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Patio Seating / Outdoor Club Chairs	bring contemporary style to your patio or porch with this updated chair ! founded on a tubular steel frame , this design strikes a streamlined chair silhouette wrapped in tightly-woven all-weather wicker in a rich mocha finish . featuring a high back and fixed arms , the deep seat is lined with a polyester-blend cushion for added comfort and support .	outerframematerial : wicker/rattan|seatheightwithoutcushion:11|cushioncovermaterialdetails : beige|overallproductweight:22|overallheight-toptobottom:35|outerframematerial : plastic|weightcapacity:220|style : modern & contemporary|cushionfillmaterialdetails : polyester|design : armchair|upholsterymaterialcomposition : polyester|levelofassembly : full assembly needed|wickerrattanconstructionmaterial : polyethylene ( pe ) |cushionattachmenttype : cushion ties|overalldepth-fronttoback:34|countryoforigin : viet nam|framecolor : mocha|overallwidth-sidetoside:34.5|cushionfillmaterial : polyester|cushioncolor : beige|warrantylength:1 year|cushioncovermaterial : polyester/polyester blend|cushioncoverclosuremethod : zipper|innerframematerial : stainless steel|numberofchairsincluded:1|numberofcushionsincluded:1|seatcushionthickness:2|customproduct : no|sor2016-194-textileflammabilityregulations : no|compositewoodproductcwp : no|generalcertificateofconformitygcc : no|reclining : no|ottomanincluded : no|oeko-texcertified : no|slingseat : no| : no|swivel : no|canadaproductrestriction : no|commercialwarranty : no|uvprotectivefinish : yes|detachablecushion : yes|cushionsincluded : yes|removablecushioncover : yes|adultassemblyrequired : yes|productwarranty : yes|water-repellentfinish : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use	972.0	4.5	708.0
473	4.75 '' h glass bell pendant shade ( screw on ) in clear	Lighting Shades	Lighting / Light Bulbs & Hardware / Light Shades / Clear & Glass Light Shades	lights just wo n't do , so clothe them in style ! fit to dress a single pendant light , this shade showcases a seedy glass appearance that suits any ensemble . its broad bowl shape diffuses the glow of your lighting fixture so you can shed some light on your kitchen island or reading . a screw-on attachment and included fitter make it easy to install , so you can upgrade your mood lighting sooner .	overallheight-toptobottom:4.75|fittersize:1.7|shape : bell|theme : no theme|topwidth-sidetoside:1.58|topdepth-fronttoback:1.58|primarymaterial : glass|overallwidth-sidetoside:8|overalldepth-fronttoback:8|color : clear|style : modern & contemporary|attachmenttype : screw on|producttype : pendant shade|overallproductweight:2| : no|fitterincluded : yes|countryoforigin : china	84.0	4.5	58.0
474	brookport 30.7 '' wide wingback chair	Accent Chairs	Furniture / Living Room Furniture / Chairs & Seating / Accent Chairs	this armchair is a must-have , whether you 're using it during a movie night or when you ’ re short a seat playing a hand of cards . it 's built with a solid wood frame and has curved , tapered feet , and a wingback design that works well in a variety of aesthetics . the faux leather upholstery is filled with foam and has a web suspension seat construction for just the right amount of sink as you sit . nailhead trim along the wingback adds an understated glam appeal .	productcare : wipe clean with a dry cloth|levelofassembly : full assembly needed|seatheight-floortoseat:17|framematerialdetails : pine + plywood|armmaterial : leather|backfillmaterialdetails : polyurethane foam|armtype : recessed arms|waterrepellant : no resiliency|backtype : tight back|seatfillmaterialdetails : polyurethane foam|basestyle : basic four leg|legmaterialdetails : birch|additionaltoolsrequirednotincluded : all tools included|weightcapacity:250|overallproductweight:51|warrantydetails : we offer 90 days manufacturer 's warranty . if you should have any issues with our product within the 90 days period , please contact noble house for replacement , or exchange.|style : traditional|armmaterial : wood|overallwidth-sidetoside:30.7|seatdepth-fronttoback:22.25|warrantylength:90 days|overallheight-toptobottom:41|upholsterycolor : black|estimatedtimetosetup:30|upholsterymaterial : faux leather|legcolor : black|fauxleathertype : bonded leather|pattern : solid color|framematerial : solid + manufactured wood|upholsterymaterialdetails : bonded leather|backfillmaterial : foam|removablecushionlocation : seat|legmaterial : solid wood|design : wingback chair|upholsterycolor : teal|seatconstruction : web suspension|seatdepthsd : standard ( 21 '' - 28 '' ) |armheight-floortoarm:22|seatfillmaterial : foam|overalldepth-fronttoback:30.3|backheight-seattotopofback:24|minimumdoorwidth-sidetoside:31.7|seatwidth-sidetoside:21|numberofchairsincluded:1|suggestednumberofpeopleforassemblyinstall:2|containsflameretardantmaterials : no|taacompliant : no|caltb116compliant : no|nfpacompliant : no|soffacompliant : no|firerated : no|organic : no|bhftiupholsteredfurnitureflammabilitycompliant : no|oeko-texcertified : no|tuftedcushions : no|uniformpackagingandlabelingregulationsuplrcompliant : no|californiaproposition65warningrequired : no|legaldocumentation : no|canadaproductrestriction : no|commercialwarranty : no|tosspillowsincluded : no|slipcovered : no|ansibifmax51officeseating : no|mattressincluded : no|removablecushioncover : no|gsaapproved : no|ottomanincluded : no|calgreencompliant : no|scscertified : no|fireresistant : no|reversiblecushions : no|kiln-driedwood : no| : no|ista1acertified : no|cushionticking : no|treatment : no|ansibifmax54loungepublicseating : no|swivel : no|anti-microbial : no|madetoorder : no|tscatitlevicompliantformaldehydeemissions : yes|upholstered : yes|nailheadtrim : yes|weightcapacitygreaterthan250lbs : yes|removablecushions : yes|adultassemblyrequired : yes|caltb117-2013compliant : yes|generalcertificateofconformitygcc : yes|carbphaseiicompliantformaldehydeemissions : yes|armsincluded : yes|productwarranty : yes|compositewoodproductcwp : yes|countryoforigin : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use	360.0	4.5	256.0
475	scarsdale extra solid blackout thermal grommet single curtain panel	Curtains & Drapes	Décor & Pillows / Window Treatments / Curtains & Drapes / 90 Inch Curtains & Drapes	alcott hill® 's blackout curtains feature an innovative fabric construction for the single-layer blackout . unlike blackout curtains with stiff lining , alcott hill® scarsdale extra solid blackout thermal grommet single curtain panel is extremely soft and durable . wide-width curtains are perfect for large windows and patio doors .	theme : no theme|color : sky blue|cleaningmethod : tumble dry|panellength-toptobottom:84|color : sage|color : navy|color : olive|singlepanelweight:5|location : indoor|headerheight:3|singlepanelwidth-sidetoside:100|material : polyester|panellength-toptobottom:96|color : grey|holidayoccasion : no holiday|color : black|color : royal blue|producttype : curtain|headertype : grommet|pattern : solid color|color : lavender|color : green|lightfiltration : blackout|color : wheat|includedaccessories : tiebacks/holdbacks included|countryoforigin-additionaldetails : made in china|color : dark grey|color : light pink|color : dark chocolate|color : beige|singlepanelwidth-sidetoside:80|cleaningmethod : machine washable|style : modern & contemporary|color : ocean|color : chocolate|panellength-toptobottom:108|lsbinvestmentskus : jossmain|maximumroddiameterallowed:1.6|color : burgundy|color : cardinal red|numberofpanelsincluded:1|grommetdiameter:2|ullisted : no|canadaproductrestriction : no|cullisted : no|curtainrodincluded : no|firerated : no|curtainrod : no|productwarranty : no| : no|linerorbackingincluded : no|eligibleforhardwarepacks : no|commercialwarranty : no|organic : no|csacertified : no|nfpa701certified : no|waterresistant : no|sampleavailable : no|oeko-texcertified : no|fireresistant : no|installationrequired : no|children ’ sproductcertificatecpc : no|headerincluded : yes|ironsafe : yes|textilelabellingandadvertisingregulationscrcc1551 : yes|dormsku : yes|header : yes|noisereducing : yes|sor2019-97-cordedwindowcoveringsregulations : yes|sor2016-194-textileflammabilityregulations : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|ansiwcmaa1001-2018standard : yes|cpsiacompliant : yes|thermalinsulation : yes|countryoforigin : china|supplierintendedandapproveduse : residential use	3272.0	4.5	2072.0
476	schaeffer solid blackout thermal grommet curtain panels	Curtains & Drapes	Décor & Pillows / Window Treatments / Curtains & Drapes / 63 Inch and Less Curtains & Drapes	alcott hill® introduces the new silver grommet thermal insulated curtains . the silver grommet top adds a modern touch and provides energy-efficient comfort . the sophisticated designs allow you to decorate your windows in great style . blackout is perfect for late sleepers , shift workers , seniors , infants , parents , students , and computer operators . these feature innovative triple-weaved fabric construction allowing for single layer , unlined thermal-insulated blackout curtains . independent laboratory tests show these curtains block up to 95 % of light and insulate against heat and cold . bring warmth and style to your home with alcott hill® 's high-quality insulated blackout curtains .	cleaningmethod : machine washable|singlepanelwidth-sidetoside:52|holidayoccasion : no holiday|maximumroddiameterallowed:1.6|color : sky blue|color : mauve|color : coral|color : light pink|location : indoor|includedaccessories : tiebacks/holdbacks included|panellength-toptobottom:96|color : chocolate|color : green|panellength-toptobottom:108|material : polyester|color : dark chocolate|headerheight:3|grommetdiameter:1.6|headertype : grommet|panellength-toptobottom:54|pattern : solid color|color : sunlight|singlepanelweight:7|color : turquoise|panellength-toptobottom:72|color : royal blue|color : black|color : lilac|singlepanelweight:4|color : orange|panellength-toptobottom:120|producttype : curtain|theme : no theme|singlepanelweight:6|color : grey|color : pink|color : mint|color : beige|color : blush|singlepanelweight:8|piecesincluded:2 curtain panels , 2 tiebacks|lightfiltration : blackout|panellength-toptobottom:84|color : dark grey|color : burgundy|color : cardinal red|color : olive|color : wheat|color : ocean|color : stone|singlepanelweight:5|color : baby pink|color : seagreen|panellength-toptobottom:63|color : navy|color : moss|countryoforigin-additionaldetails : made in china|color : light grey|bottomhemlength-toptobottom:2|numberofpanelsincluded:2|sampleavailable : no|linerorbackingincluded : no|cullisted : no|organic : no|canadaproductrestriction : no|californiaproposition65warningrequired : no|nfpa701certified : no|waterresistant : no|ullisted : no| : no|firerated : no|curtainrod : no|installationrequired : no|eligibleforhardwarepacks : no|curtainrodincluded : no|children ’ sproductcertificatecpc : no|commercialwarranty : no|productwarranty : no|oeko-texcertified : no|csacertified : no|ansiwcmaa1001-2018standard : yes|sor2016-194-textileflammabilityregulations : yes|ironsafe : yes|dormsku : yes|sor2019-97-cordedwindowcoveringsregulations : yes|cpsiacompliant : yes|thermalinsulation : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|noisereducing : yes|textilelabellingandadvertisingregulationscrcc1551 : yes|header : yes|headerincluded : yes|countryoforigin : china|supplierintendedandapproveduse : residential use	2211.0	4.5	1392.0
477	cedar creek resin standing umbrella base	Patio Umbrella Stands & Bases	Outdoor / Outdoor Shades / Outdoor Umbrellas / Patio Umbrella Stands & Bases	this free-standing umbrella base pairs classic functionality with modern style . it 's cast in resin with a raised pattern of ovals and lines radiating from the center . the dark bronze burnished finish brings a luminous touch to your patio . the base has a diameter of 1.5 ' , just right for stabilizing your outdoor umbrella , and the pole base is compatible with 2 '' umbrella poles . plus , this base is uv- , stain- , weather- , and water-resistant , just right for any outdoor location .	durability : stain resistant|warrantylength:1 year|overallproductweight:26|levelofassembly : partial assembly|basediameter:17.75|overallheight-toptobottom:13|durability : uv resistant|umbrellacompatibility : market|durability : water resistant|countryoforigin-additionaldetails : made in china|overallwidth-sidetoside:17.75|durability : weather resistant|color : bronze/black|baseplacement : free standing base|material : resin|overalldepth-fronttoback:17.75|piecesincluded:1|holediameter:2|polecompatibility:2|permanent : no|wheelsincluded : no| : no|removablepoleneck : no|adjustablefit : no|commercialwarranty : no|fillablebase : no|canadaproductrestriction : no|adultassemblyrequired : yes|productwarranty : yes|countryoforigin : china|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	1132.0	4.5	697.0
478	ewart kitchen island	Kitchen Islands	Furniture / Kitchen & Dining Furniture / Kitchen Islands & Carts	improve your kitchen ’ s functionality with this classic kitchen island with a wooden top ! crafted of solid rubberwood in a light , natural stain , this kitchen island strikes a simple rectangular silhouette on four straight square legs capped with locking wheels . a solid lower shelf and slatted middle shelf are perfect for displaying dinnerware or smaller appliances , while two drawers offer out-of-sight storage for silverware and accessories . measures 36 '' h x 44 '' w x 20.5 '' d overall .	productcare : clean with a damp cloth|countermaterial : solid wood|counterfinish : natural|overallwidth-sidetoside:44|countryoforigin : thailand|toolsneededforassembly : phillips screwdriver|heightwithoutwheels:32.5|shape : rectangular|countermaterial : solid + manufactured wood|hardwarefinish : brushed steel|dswoodtone : medium wood|countertopthickness:0.75|countermaterialdetails : rubberwood|style : farmhouse / country|naturalvariationtype : natural wood grain color variation|additionaltoolsrequirednotincluded : screw driver|basematerial : solid + manufactured wood|shelfwidth-sidetoside:38|drawerinteriordepth-fronttoback:12.5|drawerinteriorheight-toptobottom:2.75| : light yellow wood|overallproductweight:87|countermaterial : butcher block|overallheight-toptobottom:36|shelfdepth-fronttoback:17.5|warrantylength:30 days|basecolor : natural|distancebetweenshelves:22|overalldepth-fronttoback:20.5|warrantydetails : replacement parts|drawerinteriorwidth-sidetoside:16.25|producttype : kitchen island|numberofexteriorshelves:2|numberofdrawers:2|sampleavailable : no|cabinetsincluded : no|taacompliant : no|cabinets : no|iso14000certified : no|iso9000certified : no|foldable : no|calgreencompliant : no|iso9001certified : no|firacertified : no|stoolsincluded : no|silverwaretray : no|californiaproposition65warningrequired : no|scscertified : no|pushthroughdrawer : no|firerated : no|generalcertificateofconformitygcc : no|stool : no|multisurfacedtop : no|knifeblock : no|iso14001certified : no|commercialwarranty : no|handpainted : no|drawerdividers : no|installationrequired : no|carthandles : no|dropleaf : no|stemwarestorage : no|baskets : no|energypolicyact1992compliant : no|adacompliant : no|leaf : no|gsaapproved : no| : no|ista1acertified : no|trashbincompartment : no|winestorage : no|drawer : yes|tscatitlevicompliantformaldehydeemissions : yes|adultassemblyrequired : yes|shelving : yes|lockingwheels : yes|adjustableexteriorshelves : yes|carbphaseiicompliantformaldehydeemissions : yes| : yes|wheelsincluded : yes|ista3aor6acertified : yes|productwarranty : yes|drawersincluded : yes|exteriorshelvesincluded : yes|compositewoodproductcwp : yes|removablewheels : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use	452.0	4.5	362.0
479	goshen outdoor door mat	Doormats	Rugs / Doormats	when decorating your home , it ’ s always considered a win-win when something is both fashionable and functional . take this doormat for example : crafted from coir – fiber from the outer husk of the coconut that ’ s resistant to mold and mildew – it ’ s designed to leave dirt at the door . boasting a quatrefoil pattern awash in hues of brown and black , this piece is made for all-weather , making it a smart selection for your outdoor arrangement .	matthickness:1.5|pattern : geometric|location : outdoor|overalllength-endtoend:30|constructiontype : handmade|productcare : vacuum clean|shape : rectangle|theme : decorative|producttype : door mat|overallwidth-fronttoback:24|primarymaterial : coir|backingmaterial : coir|overallwidth-fronttoback:18|countryoforigin : india|overallwidth-fronttoback:36|overalllength-endtoend:36|seasonaltheme : not seasonal|holidayoccasion : no holiday|text : other text|cleaningmethod : sweep / vacuum|dssecondaryproductstyle : transitional traditional|overallproductweight:6|overalllength-endtoend:72|color : brown/black|dsprimaryproductstyle : traditional|border : no|licensedproduct : no|ullisted : no| : no|certifications : no|non-slipbacking : no|allweather : yes|commercialorresidentialcertifications : yes	689.0	4.5	424.0
480	esther full daybed	Daybeds & Guest Beds	Furniture / Bedroom Furniture / Daybeds	taking you from day to night in a snap , daybeds let you make the most of a guest room . this design lends your space a touch of streamlined style , too , showcasing slat-style panels for a breezy look . it ’ s crafted from pine and spruce wood in a versatile , dark finish . this piece includes wood slats to cradle the mattress of your choice .	bedweightcapacity:225|overallwidth-sidetoside:56.72|style : rustic|producttype : daybed|overallproductweight:68.2|productcare : dust regularly with a soft , lint-free cloth to prevent soil build-up . a damp cloth may be used occasionally to clean the surface . dry immediately . do not use any abrasives that may damage the finish . excessive exposure to sunlight and extreme changes in temperature and moisture can damage wood furniture.|dswoodtone : espresso wood|clearancefromfloortoundersideofbed:14.5|framematerial : solid wood|warrantydetails : manufacturer warrants its product to be free from defects in material and workmanship and agrees to remedy any such defect . this warranty covers 1 year from the date of original purchase . this warranty is valid only upon presentation of proof of purchase . this is solely limited to the repair or replacement of defective furniture components and no assembly labor is included . this warranty does not apply to any product which has been improperly assembled , subjected to misuse or abuse or which has been altered or repaired in any way . this warranty gives you specific legal rights and you may also have other rights which vary from state to state.|overallheight-toptobottom:34|overalllength-headtotoe:77.25|clearancefromfloortoundersideofbed:12.88|color : espresso|warrantylength:1 year|woodspecies : pine|recommendedmaximummattressthickness:6|countryoforigin : viet nam|mattresssize : full / double|storageincluded : no|containsflameretardantmaterials : no|sor2016-194-textileflammabilityregulations : no|trundlebedincluded : no|drawers : no|trundlebed : no|linkspringincluded : no|upholstered : no|foldingbed : no|mattressincluded : no|finishedback : no|childrensproductcertificatecpc : yes|commercialwarranty : yes|additionalintendeduseforchild : yes|cpsc-15u.s.code§1278a-children ’ sproductscontaininglead : yes|compositewoodproductcwp : yes|carbphaseiicompliantformaldehydeemissions : yes|minnesota325f177compliant : yes|cpsc-16cfr1500.49compliant : yes|slatsincluded : yes|adultassemblyrequired : yes|wood : yes|tscatitlevicompliantformaldehydeemissions : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use	405.0	4.5	272.0
481	silliman single curtain rod	Curtain Hardware & Accessories	Décor & Pillows / Window Treatments / Curtain Hardware & Accessories	complement your window treatments in style with this adjustable curtain rod , showcasing an elegant turned design .	overallwidth-sidetoside:128|producttype : single curtain rod|accomodatesroddiameter:0.625|overallwidth-sidetoside:48|producttype : mounting bracket|minimumrodbarwidth-sidetoside:26|piecesincluded : single curtain rod , mounting brackets , finals|minimumrodbarwidth-sidetoside:86|warrantylength:30 days|overallwidth-sidetoside:86|hardwarefinish-new : copper|weightcapacity:25|metaltype : stainless steel|maximumrodbarwidth-sidetoside:128|hardwarefinish-new : white|maximumrodbarwidth-sidetoside:48|finish : toasted copper|numberofmountingbracketsincluded:3|dssecondaryproductstyle : american traditional|finish : distressed white|countryoforigin-additionaldetails : made in china|overallheight-toptobottom:5|ourquickpicks : budget friendly finds|materialdetails : steel|maximumrodbarwidth-sidetoside:86|overallproductweight:1.5|roddiameter:0.625|dsprimaryproductstyle : traditional|producttype : finial|supplierintendedandapproveduse : non residential use|overalldepth-fronttoback:3.5|minimumrodbarwidth-sidetoside:48|overallproductweight:1|numberofcurtainrodsincluded:1|numberofmountingbracketsincluded:2|overallproductweight:2|numberoffinialsincluded:2|csacertified : no|curtainclipsincluded : no|sor2019-97-cordedwindowcoveringsregulations : no|wraparoundblackoutrod : no|licensedproduct : no|canadaproductrestriction : no|outdooruse : no|curtainrodhardwareincluded : no| : no|rodsocketincluded : no|powdercoatedfinish : no|curtaintiebackincluded : no|cpsiacompliant : no|magnetic : no|curtainringsincluded : no|commercialwarranty : no|curtainholdbackincluded : no|ansiwcmaa1001-2018standard : yes|adultassemblyrequired : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|finialincluded : yes|productwarranty : yes|rodincluded : yes|mountingbracketincluded : yes|adjustablewidth : yes|countryoforigin : china|material : metal|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	2913.0	4.5	1699.0
482	silliman double curtain rod	Curtain Hardware & Accessories	Décor & Pillows / Window Treatments / Curtain Hardware & Accessories	understated and sophisticated , this stylish curtain rod brings the perfect finishing touch to your window treatments .	piecesincluded : double curtain rod , mounting brackets , finals|finish : toasted copper|metaltype : stainless steel|minimumrodbarwidth-sidetoside:48|countryoforigin-additionaldetails : made in china|minimumrodbarwidth-sidetoside:26|toolsneededforinstallation : drill with 3/16 '' drill bit , phillips screwdriver and a level|dssecondaryproductstyle : american traditional|hardwarefinish-new : copper|producttype : double curtain rod|ourquickpicks : budget friendly finds|maximumrodbarwidth-sidetoside:86|overalldepth-fronttoback:4.5|numberofmountingbracketsincluded:3|hardwarefinish-new : white|overallwidth-sidetoside:48|maximumrodbarwidth-sidetoside:48|roddiameter:0.625|producttype : finial|finish : distressed white|accomodatesroddiameter:0.625|producttype : mounting bracket|maximumrodbarwidth-sidetoside:128|weightcapacity:25|supplierintendedandapproveduse : non residential use|materialdetails : steel|dsprimaryproductstyle : traditional|minimumrodbarwidth-sidetoside:86|warrantylength:30 days|overallheight-toptobottom:5|overallproductweight:1.5|overallwidth-sidetoside:86|overallwidth-sidetoside:128|overallproductweight:1|numberofmountingbracketsincluded:2|numberoffinialsincluded:2|numberofcurtainrodsincluded:2|overallproductweight:2|curtainringsincluded : no|faderesistant : no| : no|magnetic : no|licensedproduct : no|rodsocketincluded : no|glasscomponent : no|commercialwarranty : no|powdercoatedfinish : no|curtainholdbackincluded : no|curtaintiebackincluded : no|canadaproductrestriction : no|greenguardgreenguardgoldcertificationnumber : no|cpsiacompliant : no|additionalpartsrequired : no|uvresistant : no|handrubbedfinish : no|curtainclipsincluded : no|csacertified : no|wraparoundblackoutrod : no|shatterproof : no|sor2019-97-cordedwindowcoveringsregulations : no|weatherresistant : no|waterresistant : no|handcrafted : no|adultassemblyrequired : no|greenguardgoldcertified : no|chipresistant : no|rustresistant : no|outdooruse : no|tarnishresistant : no|mountingbracketincluded : yes|rodincluded : yes|adjustablewidth : yes|installationrequired : yes|removableparts : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|leadfree : yes|ansiwcmaa1001-2018standard : yes|finialincluded : yes|productwarranty : yes|countryoforigin : china|material : metal|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	1211.0	4.5	715.0
